"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__n_estimators","param_model__max_features","param_model__criterion","param_model__bootstrap","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"23",22,0.529377794265747,0.0868118848626387,0.0526353359222412,0.02037092998112,"MinMaxScaler","SimpleImputer","OneHotEncoder",101,"sqrt","gini","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 101, 'model__max_features': 'sqrt', 'model__criterion': 'gini', 'model__bootstrap': True, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,26
"24",23,0.0811082363128662,0.0247098573095836,0.0188551902770996,0.00743590290784912,"StandardScaler","KNNImputer","OrdinalEncoder",16,"sqrt","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 16, 'model__max_features': 'sqrt', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,19
"25",24,0.21291651725769,0.0312674537267294,0.0406903743743896,0.0105331938711977,"MinMaxScaler","KNNImputer","OneHotEncoder",51,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 51, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.9,0.933333333333333,1,0.953333333333333,0.0339934634239519,40
"26",25,0.200456428527832,0.0353901489680252,0.0255082130432129,0.00644617457717969,"StandardScaler","SimpleImputer","OrdinalEncoder",46,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 46, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,26
"27",26,0.407452917098999,0.0589584873752251,0.0488533496856689,0.0137270490531787,"StandardScaler","KNNImputer","OneHotEncoder",96,"sqrt","entropy","False","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 96, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,26
"28",27,0.873960876464844,0.0997176134350392,0.0816751003265381,0.0292212571889606,"MinMaxScaler","SimpleImputer","OneHotEncoder",171,"sqrt","gini","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 171, 'model__max_features': 'sqrt', 'model__criterion': 'gini', 'model__bootstrap': True, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"29",28,0.336906957626343,0.0847653088311955,0.053857946395874,0.016343132207717,"MinMaxScaler","KNNImputer","OrdinalEncoder",86,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 86, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,26
"30",29,0.518846368789673,0.0374371190074561,0.0503014087677002,0.0178173446438177,"MinMaxScaler","KNNImputer","OrdinalEncoder",106,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 106, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"31",30,0.094512414932251,0.0361359117212705,0.0259751796722412,0.0117252140856023,"MinMaxScaler","SimpleImputer","OneHotEncoder",21,"sqrt","entropy","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 21, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,26
"32",31,0.597885799407959,0.0671067312380707,0.0612388134002686,0.0186586721488461,"MinMaxScaler","SimpleImputer","OrdinalEncoder",151,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 151, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(max_features='sqrt', n_estimators=111)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,19
