,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_preprocessor__num__scaler,param_preprocessor__num__imputer,param_preprocessor__cat__encoder,param_model__weights,param_model__n_neighbors,param_model__leaf_size,param_model__algorithm,param_model,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.03430089950561523,0.00667309514715242,0.02411026954650879,0.0070701737166139565,StandardScaler(),SimpleImputer(),"OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999)",distance,49,271,ball_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'distance', 'model__n_neighbors': 49, 'model__leaf_size': 271, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6368715083798883,0.6629213483146067,0.7528089887640449,0.7584269662921348,0.7359550561797753,0.70939677358609,0.04982730545628595,28
1,0.25119810104370116,0.10307435323476927,0.07730069160461425,0.015500862319042179,StandardScaler(),KNNImputer(),OneHotEncoder(handle_unknown='ignore'),uniform,46,206,kd_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'uniform', 'model__n_neighbors': 46, 'model__leaf_size': 206, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6424581005586593,0.7359550561797753,0.7303370786516854,0.7303370786516854,0.7528089887640449,0.71837926056117,0.03884408871076621,10
2,0.03840818405151367,0.006497728636255836,0.06924939155578613,0.016985932823924507,MinMaxScaler(),SimpleImputer(strategy='most_frequent'),"OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999)",uniform,34,311,ball_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'uniform', 'model__n_neighbors': 34, 'model__leaf_size': 311, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.659217877094972,0.7078651685393258,0.7134831460674157,0.7752808988764045,0.7191011235955056,0.7149896428347247,0.03692006866016157,15
3,0.020641136169433593,0.008406786506775555,0.04089713096618652,0.010642717251372861,StandardScaler(),SimpleImputer(),OneHotEncoder(handle_unknown='ignore'),uniform,13,166,kd_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'uniform', 'model__n_neighbors': 13, 'model__leaf_size': 166, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6368715083798883,0.7078651685393258,0.7528089887640449,0.7808988764044944,0.7359550561797753,0.7228799196535057,0.04910355847860643,6
4,0.025582551956176758,0.007343372090636212,0.026125192642211914,0.007866366045265518,MinMaxScaler(),SimpleImputer(),OneHotEncoder(handle_unknown='ignore'),distance,25,51,kd_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 25, 'model__leaf_size': 51, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6368715083798883,0.6685393258426966,0.7471910112359551,0.7415730337078652,0.7303370786516854,0.7049023915636182,0.04411453336875105,37
5,0.02238626480102539,0.004973784748625215,0.017178916931152345,0.004948038017633338,StandardScaler(),SimpleImputer(),OneHotEncoder(handle_unknown='ignore'),distance,37,91,kd_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 37, 'model__leaf_size': 91, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6424581005586593,0.6685393258426966,0.7584269662921348,0.7471910112359551,0.7471910112359551,0.7127612830330803,0.04765351185284003,22
6,0.04489035606384277,0.010749818489769709,0.05358963012695313,0.014150701242973882,StandardScaler(),KNNImputer(n_neighbors=10),"OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999)",uniform,34,136,ball_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'uniform', 'model__n_neighbors': 34, 'model__leaf_size': 136, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6368715083798883,0.7247191011235955,0.7528089887640449,0.7752808988764045,0.7584269662921348,0.7296214926872135,0.04915036050634529,3
7,0.052683782577514646,0.002841059919967134,0.03993501663208008,0.003572433682729152,MinMaxScaler(),KNNImputer(n_neighbors=10),OneHotEncoder(handle_unknown='ignore'),distance,37,241,ball_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 37, 'model__leaf_size': 241, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6201117318435754,0.6741573033707865,0.7303370786516854,0.7696629213483146,0.7359550561797753,0.7060448182788275,0.052788840174364415,33
8,0.042211055755615234,0.01490069736674365,0.030098724365234374,0.011423645002071658,StandardScaler(),KNNImputer(n_neighbors=10),OneHotEncoder(handle_unknown='ignore'),distance,34,86,kd_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 34, 'model__leaf_size': 86, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6424581005586593,0.6741573033707865,0.7471910112359551,0.7752808988764045,0.7415730337078652,0.716132069549934,0.049598829077618665,13
9,0.04720029830932617,0.01126413036395743,0.032235574722290036,0.010135359262570068,StandardScaler(),KNNImputer(n_neighbors=10),OneHotEncoder(handle_unknown='ignore'),distance,10,336,ball_tree,"KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 10, 'model__leaf_size': 336, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='ball_tree', leaf_size=36, n_neighbors=28)}",0.6312849162011173,0.6853932584269663,0.7471910112359551,0.7584269662921348,0.702247191011236,0.7049086686334819,0.04573925294780731,36
