"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__solver","param_model__learning_rate","param_model__hidden_layer_sizes","param_model__activation","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"11",10,23.6056655883789,1.79548777295778,0.0942907810211182,0.015845943436522,"StandardScaler","SimpleImputer","OneHotEncoder","adam","constant","(250,)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (250,), 'model__activation': 'relu', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.815642458100559,0.769662921348315,0.837078651685393,0.820224719101124,0.808988764044944,0.810319502856067,0.0223482782027886,10
"12",11,5.17238807678223,2.42762196804961,0.100919151306152,0.0168534933640158,"StandardScaler","KNNImputer","OneHotEncoder","sgd","invscaling","(200, 5)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (200, 5), 'model__activation': 'relu', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.385474860335196,0.617977528089888,0.382022471910112,0.606741573033708,0.382022471910112,0.474847781055803,0.112341169517208,23
"13",12,30.8297746181488,2.596248539469,0.0768332481384277,0.0250107009029428,"MinMaxScaler","KNNImputer","OneHotEncoder","adam","invscaling","(640, 20)","relu","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'relu', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.815642458100559,0.752808988764045,0.803370786516854,0.808988764044944,0.831460674157303,0.802454334316741,0.0265461611214805,13
"14",13,0.201293849945068,0.0325467008029315,0,0,"MinMaxScaler","SimpleImputer","OrdinalEncoder","sgd","constant","(150,)","logistic","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (150,), 'model__activation': 'logistic', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,44
"15",14,0.192443990707397,0.0354080443942394,0,0,"StandardScaler","KNNImputer","OrdinalEncoder","lbfgs","invscaling","(640, 20)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'identity', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,43
"16",15,18.6417217731476,4.00777817950761,0.051321268081665,0.0133499239528673,"MinMaxScaler","SimpleImputer","OneHotEncoder","lbfgs","adaptive","(200, 5)","tanh","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (200, 5), 'model__activation': 'tanh', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.810055865921788,0.758426966292135,0.825842696629214,0.831460674157303,0.803370786516854,0.805831397903459,0.0258007470931124,12
"17",16,4.15371112823486,0.202549096621109,0.0641603469848633,0.0297562030203723,"StandardScaler","KNNImputer","OneHotEncoder","adam","invscaling","(20,)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (20,), 'model__activation': 'tanh', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.82122905027933,0.769662921348315,0.837078651685393,0.820224719101124,0.831460674157303,0.815931203314293,0.0239818031583626,6
"18",17,9.95919547080994,0.997311796272264,0.0474514007568359,0.0122511759395799,"StandardScaler","SimpleImputer","OneHotEncoder","sgd","constant","(100,)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'sgd', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (100,), 'model__activation': 'tanh', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.726256983240223,0.780898876404494,0.786516853932584,0.775280898876405,0.848314606741573,0.783453643839056,0.0388872892993226,17
"19",18,29.9464257717133,2.60668377702141,0.0834090709686279,0.0217391687130014,"StandardScaler","KNNImputer","OneHotEncoder","adam","adaptive","(250,)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (250,), 'model__activation': 'logistic', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.832402234636871,0.775280898876405,0.842696629213483,0.831460674157303,0.831460674157303,0.822660222208273,0.0240668261315759,2
"20",19,0.212149667739868,0.0506940634256169,0,0,"MinMaxScaler","SimpleImputer","OrdinalEncoder","sgd","invscaling","(100, 150)","relu","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (100, 150), 'model__activation': 'relu', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,42
"21",20,7.8256450176239,3.11259317615309,0.0766236305236816,0.0205905407123792,"StandardScaler","KNNImputer","OneHotEncoder","sgd","invscaling","(100, 150)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (100, 150), 'model__activation': 'tanh', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.513966480446927,0.629213483146067,0.365168539325843,0.365168539325843,0.387640449438202,0.452231498336577,0.104370256514463,24
"22",21,0.169596481323242,0.0181096814423823,0,0,"MinMaxScaler","KNNImputer","OrdinalEncoder","lbfgs","constant","(100, 100)","identity","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (100, 100), 'model__activation': 'identity', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,41
"23",22,0.196120452880859,0.0418845985272915,0,0,"StandardScaler","KNNImputer","OrdinalEncoder","adam","invscaling","(200, 5)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (200, 5), 'model__activation': 'relu', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,40
"24",23,0.213116359710693,0.0290082409762382,0,0,"StandardScaler","SimpleImputer","OrdinalEncoder","adam","adaptive","(100, 100)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (100, 100), 'model__activation': 'logistic', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,39
"25",24,0.157643175125122,0.0360509535872625,0,0,"StandardScaler","SimpleImputer","OrdinalEncoder","lbfgs","constant","(100, 100)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (100, 100), 'model__activation': 'identity', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,34
"26",25,6.70164432525635,0.606992646971571,0.0620508670806885,0.00995582239574777,"StandardScaler","SimpleImputer","OneHotEncoder","adam","invscaling","(100, 100)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (100, 100), 'model__activation': 'relu', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.815642458100559,0.758426966292135,0.825842696629214,0.837078651685393,0.808988764044944,0.809195907350449,0.0271059009296677,11
"27",26,29.1777472019196,2.47219378465855,0.0967392444610596,0.0689081340044485,"StandardScaler","KNNImputer","OneHotEncoder","lbfgs","adaptive","(560, 50)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (560, 50), 'model__activation': 'tanh', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",0.837988826815642,0.786516853932584,0.825842696629214,0.825842696629214,0.792134831460674,0.813665181093466,0.0204392325365177,7
"28",27,0.216202020645142,0.0535751703882974,0,0,"StandardScaler","SimpleImputer","OrdinalEncoder","sgd","constant","(560, 50)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (560, 50), 'model__activation': 'logistic', 'model': MLPClassifier(hidden_layer_sizes=(200,), learning_rate='invscaling',
              max_iter=100, solver='lbfgs')}",NA,NA,NA,NA,NA,NA,NA,37
