"","mean_test_score","std_test_score","param_model"
"2",NA,NA,"KNeighborsClassifier"
"3",0.803615592241542,0.0275561608291216,"KNeighborsClassifier"
"4",0.799108656079342,0.0268652239694934,"KNeighborsClassifier"
"5",NA,NA,"KNeighborsClassifier"
"6",NA,NA,"KNeighborsClassifier"
"7",NA,NA,"KNeighborsClassifier"
"8",0.806948716339213,0.0180726750548429,"KNeighborsClassifier"
"9",NA,NA,"KNeighborsClassifier"
"10",0.809195907350449,0.0191993352941692,"KNeighborsClassifier"
"11",NA,NA,"KNeighborsClassifier"
"12",NA,NA,"KNeighborsClassifier"
"13",0.793515786830707,0.021746428177519,"KNeighborsClassifier"
"14",NA,NA,"KNeighborsClassifier"
"15",0.73629401795242,0.0372526851261112,"KNeighborsClassifier"
"16",0.800238528654824,0.0207511176550305,"KNeighborsClassifier"
"17",0.813696566442784,0.0239044715938485,"KNeighborsClassifier"
"18",0.79686774213797,0.017419682044603,"KNeighborsClassifier"
"19",0.805812566693867,0.0228163105577815,"KNeighborsClassifier"
"20",NA,NA,"KNeighborsClassifier"
"21",NA,NA,"KNeighborsClassifier"
"22",NA,NA,"KNeighborsClassifier"
"23",NA,NA,"KNeighborsClassifier"
"24",0.80023225158496,0.011418574983874,"KNeighborsClassifier"
"25",NA,NA,"KNeighborsClassifier"
"26",NA,NA,"KNeighborsClassifier"
"27",NA,NA,"KNeighborsClassifier"
"28",NA,NA,"KNeighborsClassifier"
"29",NA,NA,"KNeighborsClassifier"
"30",NA,NA,"KNeighborsClassifier"
"31",0.798022722992907,0.0300110484808552,"KNeighborsClassifier"
"32",NA,NA,"KNeighborsClassifier"
"33",NA,NA,"KNeighborsClassifier"
"34",NA,NA,"KNeighborsClassifier"
"35",NA,NA,"KNeighborsClassifier"
"36",0.808097420124286,0.0237922030570755,"KNeighborsClassifier"
"37",NA,NA,"KNeighborsClassifier"
"38",NA,NA,"KNeighborsClassifier"
"39",NA,NA,"KNeighborsClassifier"
"40",0.800257359864415,0.0222982373465164,"KNeighborsClassifier"
"41",NA,NA,"KNeighborsClassifier"
"42",0.812566693867303,0.0290156086179062,"KNeighborsClassifier"
"43",NA,NA,"KNeighborsClassifier"
"44",NA,NA,"KNeighborsClassifier"
"45",0.819314543970874,0.0261275295016087,"KNeighborsClassifier"
"46",NA,NA,"KNeighborsClassifier"
"47",NA,NA,"KNeighborsClassifier"
"48",0.817061075889775,0.0189817326468837,"KNeighborsClassifier"
"49",NA,NA,"KNeighborsClassifier"
"50",0.80137467830017,0.0285561397535228,"KNeighborsClassifier"
"51",0.796886573347561,0.0297957411728407,"KNeighborsClassifier"
"52",0.841736237524324,0.00686036929282582,"LogisticRegression"
"53",0.82938296403239,0.0107313370917986,"LogisticRegression"
"54",0.8237649865043,0.0138857440209052,"LogisticRegression"
"55",NA,NA,"LogisticRegression"
"56",NA,NA,"LogisticRegression"
"57",NA,NA,"LogisticRegression"
"58",NA,NA,"LogisticRegression"
"59",NA,NA,"LogisticRegression"
"60",NA,NA,"LogisticRegression"
"61",NA,NA,"LogisticRegression"
"62",NA,NA,"LogisticRegression"
"63",0.8260184545854,0.0152739000838082,"LogisticRegression"
"64",0.821530349632791,0.0150176138359335,"LogisticRegression"
"65",0.84061891908857,0.0069447601486566,"LogisticRegression"
"66",NA,NA,"LogisticRegression"
"67",NA,NA,"LogisticRegression"
"68",0.819283158621555,0.0132607762164952,"LogisticRegression"
"69",0.836124537066098,0.0098856895515161,"LogisticRegression"
"70",NA,NA,"LogisticRegression"
"71",0.830512836607872,0.00774704356381626,"LogisticRegression"
"72",0.83500094156048,0.011768884966772,"LogisticRegression"
"73",0.824888582009918,0.0128319429613912,"LogisticRegression"
"74",0.82938296403239,0.0107313370917986,"LogisticRegression"
"75",0.827148327160881,0.0153658080346048,"LogisticRegression"
"76",NA,NA,"LogisticRegression"
"77",0.839495323582952,0.00599882328829909,"LogisticRegression"
"78",NA,NA,"LogisticRegression"
"79",NA,NA,"LogisticRegression"
"80",NA,NA,"LogisticRegression"
"81",NA,NA,"LogisticRegression"
"82",0.830512836607872,0.00774704356381626,"LogisticRegression"
"83",0.841736237524324,0.00850376411001891,"LogisticRegression"
"84",NA,NA,"LogisticRegression"
"85",0.827142050091017,0.015425528500244,"LogisticRegression"
"86",0.835007218630343,0.0116922958617063,"LogisticRegression"
"87",0.840618919088569,0.00479378309036513,"LogisticRegression"
"88",NA,NA,"LogisticRegression"
"89",0.838371728077334,0.0121434682224689,"LogisticRegression"
"90",0.828265645596636,0.0112452160544381,"LogisticRegression"
"91",NA,NA,"LogisticRegression"
"92",0.839489046513088,0.00939133146366769,"LogisticRegression"
"93",0.828265645596635,0.0133023892034773,"LogisticRegression"
"94",0.821530349632791,0.0132298923244079,"LogisticRegression"
"95",0.809189630280585,0.00823398931154673,"LogisticRegression"
"96",0.831636432113489,0.0073872765508943,"LogisticRegression"
"97",NA,NA,"LogisticRegression"
"98",0.821530349632791,0.0169897636339493,"LogisticRegression"
"99",NA,NA,"LogisticRegression"
"100",NA,NA,"LogisticRegression"
"101",NA,NA,"LogisticRegression"
"102",0.817098738308957,0.021385117527264,"MLPClassifier"
"103",NA,NA,"MLPClassifier"
"104",NA,NA,"MLPClassifier"
"105",0.809189630280585,0.0139300131373649,"MLPClassifier"
"106",0.824882304940054,0.0282386502265711,"MLPClassifier"
"107",NA,NA,"MLPClassifier"
"108",0.82712949595129,0.0188367848964257,"MLPClassifier"
"109",NA,NA,"MLPClassifier"
"110",0.593691544786894,0.102854723717681,"MLPClassifier"
"111",NA,NA,"MLPClassifier"
"112",NA,NA,"MLPClassifier"
"113",NA,NA,"MLPClassifier"
"114",0.810344611135522,0.0136486278023653,"MLPClassifier"
"115",0.621781432427343,0.00714405010979518,"MLPClassifier"
"116",0.775607306509321,0.0416712661530131,"MLPClassifier"
"117",NA,NA,"MLPClassifier"
"118",0.796855187998242,0.0196087223280723,"MLPClassifier"
"119",0.769995606051095,0.0370074213570777,"MLPClassifier"
"120",0.818172117255665,0.0150135465612357,"MLPClassifier"
"121",NA,NA,"MLPClassifier"
"122",NA,NA,"MLPClassifier"
"123",NA,NA,"MLPClassifier"
"124",NA,NA,"MLPClassifier"
"125",NA,NA,"MLPClassifier"
"126",NA,NA,"MLPClassifier"
"127",0.617287050404871,0.00138095537003324,"MLPClassifier"
"128",0.786730274307953,0.0200284509307455,"MLPClassifier"
"129",NA,NA,"MLPClassifier"
"130",0.81146820664114,0.0209947953784481,"MLPClassifier"
"131",0.813677735233193,0.0116729637412969,"MLPClassifier"
"132",0.772255351202059,0.0452535930032226,"MLPClassifier"
"133",0.804688971188249,0.0210415864696121,"MLPClassifier"
"134",NA,NA,"MLPClassifier"
"135",0.817054798819911,0.00921077391711624,"MLPClassifier"
"136",0.809189630280585,0.0211314608594896,"MLPClassifier"
"137",0.783478752118511,0.0469188756423194,"MLPClassifier"
"138",NA,NA,"MLPClassifier"
"139",0.806961270478941,0.0109502867579312,"MLPClassifier"
"140",NA,NA,"MLPClassifier"
"141",NA,NA,"MLPClassifier"
"142",NA,NA,"MLPClassifier"
"143",0.546356160944071,0.148865568098904,"MLPClassifier"
"144",NA,NA,"MLPClassifier"
"145",0.810313225786203,0.0242900900641572,"MLPClassifier"
"146",0.818153286046074,0.021109861545398,"MLPClassifier"
"147",NA,NA,"MLPClassifier"
"148",0.809183353210721,0.0278714088249309,"MLPClassifier"
