"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__weights","param_model__n_neighbors","param_model__leaf_size","param_model__algorithm","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"38",37,0.338844442367554,0.113242807960938,0,0,"StandardScaler","SimpleImputer","OrdinalEncoder","distance",13,21,"ball_tree","KNeighborsClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'distance', 'model__n_neighbors': 13, 'model__leaf_size': 21, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",NA,NA,NA,NA,NA,NA,NA,23
"39",38,0.382204389572144,0.0527224455239257,0.193621587753296,0.0280880541568455,"MinMaxScaler","SimpleImputer","OneHotEncoder","uniform",34,286,"kd_tree","KNeighborsClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'uniform', 'model__n_neighbors': 34, 'model__leaf_size': 286, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",0.770949720670391,0.820224719101124,0.820224719101124,0.775280898876405,0.814606741573034,0.800257359864415,0.0222982373465164,11
"40",39,0.279049968719482,0.0437492785883117,0,0,"MinMaxScaler","KNNImputer","OrdinalEncoder","uniform",28,321,"kd_tree","KNeighborsClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'uniform', 'model__n_neighbors': 28, 'model__leaf_size': 321, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",NA,NA,NA,NA,NA,NA,NA,21
"41",40,0.262502956390381,0.0442940951046565,0.123072195053101,0.0408078027432162,"StandardScaler","KNNImputer","OneHotEncoder","distance",34,291,"kd_tree","KNeighborsClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 34, 'model__leaf_size': 291, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",0.815642458100559,0.808988764044944,0.780898876404494,0.792134831460674,0.865168539325843,0.812566693867303,0.0290156086179062,4
"42",41,0.253241968154907,0.0921818761535087,0,0,"StandardScaler","KNNImputer","OrdinalEncoder","distance",37,46,"kd_tree","KNeighborsClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'distance', 'model__n_neighbors': 37, 'model__leaf_size': 46, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",NA,NA,NA,NA,NA,NA,NA,20
"43",42,0.187944650650024,0.0612594829207314,0,0,"MinMaxScaler","SimpleImputer","OrdinalEncoder","uniform",1,261,"ball_tree","KNeighborsClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'uniform', 'model__n_neighbors': 1, 'model__leaf_size': 261, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",NA,NA,NA,NA,NA,NA,NA,22
"44",43,0.255719375610352,0.0548294320568963,0.103374719619751,0.031483830725319,"MinMaxScaler","KNNImputer","OneHotEncoder","distance",34,321,"kd_tree","KNeighborsClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'distance', 'model__n_neighbors': 34, 'model__leaf_size': 321, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",0.810055865921788,0.820224719101124,0.842696629213483,0.775280898876405,0.848314606741573,0.819314543970874,0.0261275295016087,1
"45",44,0.241505241394043,0.0774828699065162,0,0,"MinMaxScaler","KNNImputer","OrdinalEncoder","distance",34,61,"kd_tree","KNeighborsClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'distance', 'model__n_neighbors': 34, 'model__leaf_size': 61, 'model__algorithm': 'kd_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",NA,NA,NA,NA,NA,NA,NA,24
"46",45,0.202421045303345,0.0567582510215281,0,0,"MinMaxScaler","SimpleImputer","OrdinalEncoder","distance",10,106,"ball_tree","KNeighborsClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__weights': 'distance', 'model__n_neighbors': 10, 'model__leaf_size': 106, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",NA,NA,NA,NA,NA,NA,NA,26
"47",46,0.250892925262451,0.0577444181472823,0.141919374465942,0.0329718576969961,"StandardScaler","SimpleImputer","OneHotEncoder","uniform",22,291,"ball_tree","KNeighborsClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__weights': 'uniform', 'model__n_neighbors': 22, 'model__leaf_size': 291, 'model__algorithm': 'ball_tree', 'model': KNeighborsClassifier(algorithm='kd_tree', leaf_size=321, n_neighbors=34,
                     weights='distance')}",0.815642458100559,0.808988764044944,0.803370786516854,0.803370786516854,0.853932584269663,0.817061075889775,0.0189817326468837,2
