"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__solver","param_model__learning_rate","param_model__hidden_layer_sizes","param_model__activation","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"11",10,0.893073320388794,0.294372941914363,0.018089771270752,0.00198469902411312,"StandardScaler","SimpleImputer","OrdinalEncoder","lbfgs","invscaling","(640, 20)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'relu', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.966666666666667,0.933333333333333,0.933333333333333,0.933333333333333,0.966666666666667,0.946666666666667,0.0163299316185545,10
"12",11,0.325359964370728,0.100353589708375,0.0163619518280029,0.0054346123412099,"MinMaxScaler","KNNImputer","OrdinalEncoder","sgd","invscaling","(640, 20)","relu","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'relu', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,20
"13",12,0.376677417755127,0.0660100334128161,0.0114491939544678,0.005966481647927,"StandardScaler","KNNImputer","OrdinalEncoder","sgd","constant","(80, 80)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (80, 80), 'model__activation': 'identity', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.833333333333333,0.966666666666667,0.866666666666667,0.9,1,0.913333333333333,0.0618241233033047,13
"14",13,0.600014305114746,0.0465117340470296,0.00956926345825195,0.00517993140897258,"StandardScaler","KNNImputer","OneHotEncoder","sgd","constant","(640, 20)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'sgd', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'identity', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.766666666666667,0.9,0.866666666666667,0.866666666666667,1,0.88,0.0748331477354788,14
"15",14,0.840790367126465,0.0742519744243319,0.0103447437286377,0.00397230606318146,"MinMaxScaler","KNNImputer","OrdinalEncoder","adam","adaptive","(100, 150)","tanh","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (100, 150), 'model__activation': 'tanh', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.966666666666667,0.966666666666667,0.9,0.9,1,0.946666666666667,0.04,10
"16",15,0.467474317550659,0.0887984129889257,0.00824155807495117,0.00372643783930763,"MinMaxScaler","SimpleImputer","OrdinalEncoder","adam","constant","(100, 100)","identity","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (100, 100), 'model__activation': 'identity', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.966666666666667,1,0.9,0.9,1,0.953333333333333,0.0452155332208351,9
"17",16,0.422053098678589,0.248938803014295,0.0114109516143799,0.00561108106370126,"StandardScaler","SimpleImputer","OneHotEncoder","lbfgs","invscaling","(200, 5)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (200, 5), 'model__activation': 'tanh', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,5
"18",17,0.424681615829468,0.0895291634821214,0.00915541648864746,0.00357515433947824,"StandardScaler","KNNImputer","OrdinalEncoder","sgd","constant","(150,)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (150,), 'model__activation': 'tanh', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",0.766666666666667,0.866666666666667,0.833333333333333,0.9,0.966666666666667,0.866666666666667,0.0666666666666667,15
"19",18,0.141170358657837,0.0215769612840892,0.00601730346679688,0.000417616166429024,"StandardScaler","SimpleImputer","OrdinalEncoder","lbfgs","constant","(80, 80)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (80, 80), 'model__activation': 'identity', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"20",19,0.228939962387085,0.0832168574918133,0.00624432563781738,0.000358520874258097,"MinMaxScaler","KNNImputer","OneHotEncoder","lbfgs","invscaling","(250,)","relu","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (250,), 'model__activation': 'relu', 'model': MLPClassifier(activation='identity', hidden_layer_sizes=(560, 50),
              learning_rate='invscaling', max_iter=100)}",1,0.966666666666667,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,3
