"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__n_estimators","param_model__max_features","param_model__criterion","param_model__bootstrap","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"1",0,0.839230680465698,0.0939718355760522,0.0889292240142822,0.0300635841569805,"MinMaxScaler","SimpleImputer","OneHotEncoder",101,"log2","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 101, 'model__max_features': 'log2', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"2",1,0.86254768371582,0.132775708811979,0.0797986030578613,0.0264820738256865,"MinMaxScaler","SimpleImputer","OrdinalEncoder",161,"log2","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 161, 'model__max_features': 'log2', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"3",2,1.25815238952637,0.160469962200842,0.117353963851929,0.0383967575326305,"MinMaxScaler","SimpleImputer","OneHotEncoder",196,"sqrt","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 196, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"4",3,0.288700151443481,0.0104295518749456,0.0444588184356689,0.0131736212095056,"MinMaxScaler","KNNImputer","OrdinalEncoder",31,"log2","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 31, 'model__max_features': 'log2', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"5",4,0.793565511703491,0.156049198101753,0.0796135902404785,0.00812441816911593,"StandardScaler","KNNImputer","OneHotEncoder",101,"sqrt","gini","True","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 101, 'model__max_features': 'sqrt', 'model__criterion': 'gini', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.9,0.933333333333333,1,0.953333333333333,0.0339934634239519,41
"6",5,0.603116798400879,0.102422330906896,0.060264778137207,0.020243196008245,"MinMaxScaler","KNNImputer","OrdinalEncoder",86,"sqrt","entropy","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 86, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': False, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,28
"7",6,0.275847768783569,0.0660855507155165,0.0316003322601318,0.0126110630437115,"StandardScaler","KNNImputer","OrdinalEncoder",41,"log2","gini","True","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 41, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"8",7,0.487993478775024,0.0805907914372066,0.0533761024475098,0.0162272038105728,"MinMaxScaler","SimpleImputer","OneHotEncoder",86,"sqrt","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 86, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"9",8,0.983282279968262,0.0934895722361664,0.122217082977295,0.0284839250335377,"StandardScaler","SimpleImputer","OneHotEncoder",181,"sqrt","entropy","False","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 181, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': False, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,28
"10",9,0.104233360290527,0.0290954116226664,0.0190380096435547,0.00683596562821219,"MinMaxScaler","SimpleImputer","OneHotEncoder",11,"log2","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 11, 'model__max_features': 'log2', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"11",10,0.354069471359253,0.0470549045967459,0.046811580657959,0.0179902158080576,"MinMaxScaler","SimpleImputer","OrdinalEncoder",91,"sqrt","entropy","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 91, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': False, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,28
"12",11,1.12566337585449,0.184098257704008,0.0744915008544922,0.017910959164458,"MinMaxScaler","KNNImputer","OrdinalEncoder",196,"log2","gini","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 196, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"13",12,0.292793846130371,0.0313090811654864,0.0479023456573486,0.0158053759063497,"StandardScaler","KNNImputer","OneHotEncoder",86,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 86, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,28
"14",13,0.771295022964477,0.0844262599462319,0.105005693435669,0.0265951261451285,"MinMaxScaler","KNNImputer","OrdinalEncoder",166,"sqrt","entropy","False","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 166, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': False, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.9,0.966666666666667,1,0.96,0.032659863237109,28
"15",14,0.626333713531494,0.141848881925518,0.0533843517303467,0.0146387877897942,"MinMaxScaler","SimpleImputer","OneHotEncoder",106,"sqrt","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 106, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"16",15,0.398713397979736,0.0493325760899498,0.0421686172485352,0.0227144083095281,"MinMaxScaler","KNNImputer","OrdinalEncoder",66,"sqrt","gini","True","RandomForestClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 66, 'model__max_features': 'sqrt', 'model__criterion': 'gini', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"17",16,0.486263704299927,0.108650176941582,0.043143367767334,0.0161026738132622,"StandardScaler","SimpleImputer","OneHotEncoder",91,"sqrt","entropy","True","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__n_estimators': 91, 'model__max_features': 'sqrt', 'model__criterion': 'entropy', 'model__bootstrap': True, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.966666666666667,1,0.966666666666667,0.0210818510677892,1
"18",17,0.283535432815552,0.0473613625835165,0.0441255569458008,0.00986278064518801,"StandardScaler","SimpleImputer","OrdinalEncoder",66,"log2","gini","False","RandomForestClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__n_estimators': 66, 'model__max_features': 'log2', 'model__criterion': 'gini', 'model__bootstrap': False, 'model': RandomForestClassifier(criterion='entropy', max_features='log2',
                       n_estimators=101)}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,35
