"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__solver","param_model__multi_class","param_model__C","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"11",10,0.0528477668762207,0.018553241953608,0.0130025863647461,0.00551671393626595,"StandardScaler","SimpleImputer","OrdinalEncoder","saga","ovr",6,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 6, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.933333333333333,0.966666666666667,0.933333333333333,0.9,1,0.946666666666667,0.0339934634239519,33
"12",11,0.0357929706573486,0.0107817916155724,0.00995941162109375,0.00492391557211943,"StandardScaler","SimpleImputer","OrdinalEncoder","saga","multinomial",1,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 1, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,1,0.933333333333333,0.9,1,0.96,0.038873012632302,15
"13",12,0.0607906818389893,0.0068741208499164,0.011416482925415,0.00598242939888552,"StandardScaler","KNNImputer","OrdinalEncoder","saga","ovr",46,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 46, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"14",13,0.0561089515686035,0.0204313539457154,0.0116515636444092,0.00392674370077019,"StandardScaler","SimpleImputer","OrdinalEncoder","saga","ovr",41,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 41, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"15",14,0.0429583549499512,0.0101786347339273,0.0121153831481934,0.00459636861721079,"MinMaxScaler","KNNImputer","OneHotEncoder","saga","multinomial",11,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 11, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"16",15,0.0631979942321777,0.0140674474189066,0.0134477615356445,0.00552676825560766,"MinMaxScaler","SimpleImputer","OrdinalEncoder","saga","ovr",26,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 26, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"17",16,0.0365979194641113,0.0113882117498861,0.00809106826782227,0.00193907472072806,"MinMaxScaler","KNNImputer","OneHotEncoder","saga","multinomial",16,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 16, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,1,0.933333333333333,0.9,1,0.96,0.038873012632302,15
"18",17,0.0342499732971191,0.00534204158603006,0.0114197254180908,0.00822812386503634,"StandardScaler","KNNImputer","OneHotEncoder","saga","ovr",31,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 31, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"19",18,0.0575269222259521,0.0166173511301938,0.0107738494873047,0.00168839887391607,"StandardScaler","SimpleImputer","OrdinalEncoder","saga","ovr",36,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 36, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"20",19,0.0355731964111328,0.0106133130917398,0.0114126682281494,0.00490820636893517,"StandardScaler","KNNImputer","OrdinalEncoder","saga","multinomial",36,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 36, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"21",20,0.0441244602203369,0.0148017236599265,0.00818634033203125,0.00302461977891916,"MinMaxScaler","SimpleImputer","OrdinalEncoder","saga","ovr",41,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 41, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"22",21,0.043683910369873,0.00388427658902157,0.0151332855224609,0.00373273006827869,"MinMaxScaler","KNNImputer","OrdinalEncoder","saga","multinomial",6,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 6, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,20
"23",22,0.0262243747711182,0.00359469176546159,0.00703802108764648,0.000840958191076328,"MinMaxScaler","SimpleImputer","OneHotEncoder","saga","ovr",6,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 6, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.833333333333333,0.966666666666667,0.933333333333333,0.9,1,0.926666666666667,0.0573488351136175,46
"24",23,0.0527275085449219,0.0130107900878734,0.0103232383728027,0.0038683134054452,"MinMaxScaler","SimpleImputer","OneHotEncoder","saga","ovr",11,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 11, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.833333333333333,0.966666666666667,0.933333333333333,0.9,1,0.926666666666667,0.0573488351136175,46
"25",24,0.0319916725158691,0.0134508269323411,0.00739588737487793,0.00227895234335222,"MinMaxScaler","SimpleImputer","OneHotEncoder","saga","multinomial",6,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 6, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,20
"26",25,0.0451907634735107,0.0114323893879202,0.0180309772491455,0.0112939668052303,"MinMaxScaler","KNNImputer","OneHotEncoder","saga","ovr",41,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 41, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"27",26,0.0572157382965088,0.0027041977927558,0.0117910861968994,0.00179556837903943,"StandardScaler","KNNImputer","OneHotEncoder","saga","ovr",36,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 36, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"28",27,0.0268375396728516,0.00224821558521728,0.00738258361816406,0.00134810518426222,"MinMaxScaler","KNNImputer","OrdinalEncoder","saga","multinomial",41,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 41, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,1,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,13
"29",28,0.0302331924438477,0.00480253607001978,0.0087885856628418,0.00462746016423222,"StandardScaler","SimpleImputer","OneHotEncoder","saga","ovr",11,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 11, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"30",29,0.0340605735778809,0.00818480732506643,0.00979504585266113,0.004732354828965,"StandardScaler","SimpleImputer","OneHotEncoder","saga","multinomial",31,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 31, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"31",30,0.0605894565582275,0.00673107991529432,0.01430983543396,0.00294155170650646,"StandardScaler","SimpleImputer","OneHotEncoder","saga","ovr",21,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 21, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,22
"32",31,0.0690360546112061,0.0419015107703927,0.00898704528808594,0.00326208775724796,"MinMaxScaler","SimpleImputer","OneHotEncoder","saga","ovr",36,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 36, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"33",32,0.0292222499847412,0.00269730319022724,0.00873332023620605,0.00227731751466288,"StandardScaler","KNNImputer","OneHotEncoder","saga","multinomial",16,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 16, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"34",33,0.046567964553833,0.016982467901242,0.0100529193878174,0.00260332623313205,"StandardScaler","SimpleImputer","OrdinalEncoder","saga","multinomial",26,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 26, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"35",34,0.045556116104126,0.0122860069703391,0.0110947608947754,0.00407246188797161,"MinMaxScaler","KNNImputer","OneHotEncoder","saga","multinomial",46,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 46, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,1,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,13
"36",35,0.0466108322143555,0.00804316702309629,0.0126029491424561,0.00517789568034108,"MinMaxScaler","SimpleImputer","OrdinalEncoder","saga","multinomial",31,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 31, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.966666666666667,1,0.933333333333333,0.9,1,0.96,0.038873012632302,15
"37",36,0.0546253204345703,0.00763026444482475,0.0115726470947266,0.00355516495822094,"StandardScaler","SimpleImputer","OneHotEncoder","saga","multinomial",21,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 21, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"38",37,0.0475073337554932,0.0153655424190633,0.00931649208068848,0.00284856457369615,"MinMaxScaler","SimpleImputer","OneHotEncoder","saga","ovr",31,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 31, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"39",38,0.0571480751037598,0.0178683275886654,0.0097081184387207,0.0018956978827277,"MinMaxScaler","SimpleImputer","OneHotEncoder","saga","ovr",21,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 21, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"40",39,0.0362535953521729,0.0149504057889148,0.00821161270141602,0.00215603321848762,"StandardScaler","KNNImputer","OrdinalEncoder","saga","multinomial",46,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 46, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"41",40,0.0395986557006836,0.014292783693438,0.0104038715362549,0.00398847707329391,"StandardScaler","KNNImputer","OrdinalEncoder","saga","multinomial",41,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 41, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"42",41,0.0675577163696289,0.00187287474308619,0.00892705917358399,0.00291044371907925,"StandardScaler","SimpleImputer","OneHotEncoder","saga","ovr",6,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 6, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.933333333333333,0.966666666666667,0.933333333333333,0.9,1,0.946666666666667,0.0339934634239519,33
"43",42,0.0411282539367676,0.00881416414480917,0.00824394226074219,0.00123006328343046,"MinMaxScaler","KNNImputer","OrdinalEncoder","saga","ovr",11,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 11, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.833333333333333,0.966666666666667,0.933333333333333,0.9,1,0.926666666666667,0.0573488351136175,46
"44",43,0.0400735378265381,0.0103119934698482,0.012383508682251,0.0042019679800844,"StandardScaler","KNNImputer","OrdinalEncoder","saga","multinomial",26,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 26, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"45",44,0.0459146022796631,0.0156888528130736,0.00967922210693359,0.00100165657406924,"MinMaxScaler","KNNImputer","OneHotEncoder","saga","ovr",46,"LogisticRegression","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'saga', 'model__multi_class': 'ovr', 'model__C': 46, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",0.9,0.966666666666667,0.933333333333333,0.9,1,0.94,0.038873012632302,35
"46",45,0.0391664505004883,0.00789934718812706,0.00730104446411133,0.00241826065465582,"StandardScaler","KNNImputer","OrdinalEncoder","saga","multinomial",31,"LogisticRegression","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'saga', 'model__multi_class': 'multinomial', 'model__C': 31, 'model': LogisticRegression(C=21, multi_class='multinomial', solver='saga')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
