"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__solver","param_model__learning_rate","param_model__hidden_layer_sizes","param_model__activation","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"35",34,1.27932076454163,0.119673836570457,0.0102824211120605,0.00249763879920041,"MinMaxScaler","SimpleImputer","OrdinalEncoder","adam","constant","(250,)","tanh","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (250,), 'model__activation': 'tanh', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,1,0.933333333333333,0.9,1,0.96,0.038873012632302,17
"36",35,0.966031551361084,0.258475474408925,0.0130221843719482,0.00496812787788433,"StandardScaler","SimpleImputer","OrdinalEncoder","lbfgs","constant","(640, 20)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'relu', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,0.966666666666667,0.953333333333333,0.0163299316185545,24
"37",36,0.378496694564819,0.184530346741641,0.0107185840606689,0.00476995887563509,"StandardScaler","KNNImputer","OneHotEncoder","lbfgs","invscaling","(200, 5)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (200, 5), 'model__activation': 'relu', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,21
"38",37,0.366099643707275,0.150995174054594,0.0142777919769287,0.00493817834394992,"StandardScaler","KNNImputer","OneHotEncoder","lbfgs","constant","(150,)","tanh","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (150,), 'model__activation': 'tanh', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,0.966666666666667,0.953333333333333,0.0163299316185545,24
"39",38,0.648478841781616,0.0628018572213775,0.0125084400177002,0.00459853769713231,"StandardScaler","SimpleImputer","OrdinalEncoder","sgd","adaptive","(100,)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (100,), 'model__activation': 'logistic', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.733333333333333,0.833333333333333,0.8,0.866666666666667,0.933333333333333,0.833333333333333,0.0666666666666667,34
"40",39,1.42915148735046,0.161415510060528,0.0114449501037598,0.00348613722507228,"MinMaxScaler","KNNImputer","OneHotEncoder","adam","constant","(100, 150)","identity","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (100, 150), 'model__activation': 'identity', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"41",40,0.56414008140564,0.0746442936043324,0.00926098823547363,0.00192515365460917,"MinMaxScaler","KNNImputer","OrdinalEncoder","adam","constant","(20,)","logistic","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (20,), 'model__activation': 'logistic', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.7,0.833333333333333,0.7,0.733333333333333,0.833333333333333,0.76,0.0611010092660779,35
"42",41,2.37615537643433,0.859560937901692,0.0148303508758545,0.00579844996032493,"StandardScaler","KNNImputer","OrdinalEncoder","lbfgs","adaptive","(560, 4)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'lbfgs', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (560, 4), 'model__activation': 'logistic', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,0.966666666666667,0.9,0.933333333333333,0.966666666666667,0.946666666666667,0.0266666666666667,30
"43",42,0.936207818984985,0.104443574884062,0.00974001884460449,0.00497876326844666,"StandardScaler","KNNImputer","OrdinalEncoder","adam","adaptive","(80, 80)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (80, 80), 'model__activation': 'identity', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"44",43,1.00342845916748,0.143015124306597,0.0153805255889893,0.00524925105776492,"MinMaxScaler","SimpleImputer","OneHotEncoder","adam","constant","(80, 80)","identity","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (80, 80), 'model__activation': 'identity', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"45",44,0.526897192001343,0.203147555383483,0.0135421752929688,0.00544650682146195,"StandardScaler","KNNImputer","OneHotEncoder","sgd","invscaling","(150,)","relu","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (150,), 'model__activation': 'relu', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.333333333333333,0.233333333333333,0.566666666666667,0.466666666666667,0.333333333333333,0.386666666666667,0.116619037896906,44
"46",45,0.149199342727661,0.0457514674986286,0.011474084854126,0.0060937497222002,"StandardScaler","SimpleImputer","OrdinalEncoder","sgd","invscaling","(560, 4)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (560, 4), 'model__activation': 'logistic', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,47
"47",46,2.34817953109741,0.427321636207607,0.0117669105529785,0.00447834958746621,"StandardScaler","SimpleImputer","OneHotEncoder","lbfgs","adaptive","(640, 20)","logistic","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'logistic', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,0.966666666666667,0.933333333333333,0.933333333333333,1,0.96,0.0249443825784929,21
"48",47,1.69857139587402,0.336935223794331,0.0183221817016602,0.00735974528690704,"StandardScaler","SimpleImputer","OrdinalEncoder","adam","constant","(560, 50)","identity","MLPClassifier","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'adam', 'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (560, 50), 'model__activation': 'identity', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"49",48,0.106484413146973,0.0341958170600113,0.00883383750915527,0.00210806879280443,"MinMaxScaler","SimpleImputer","OrdinalEncoder","sgd","invscaling","(100,)","relu","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__solver': 'sgd', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (100,), 'model__activation': 'relu', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.2,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.373333333333333,0.155492050529208,45
"50",49,4.04310393333435,0.999833219272826,0.0135537147521973,0.00818446881083717,"MinMaxScaler","SimpleImputer","OneHotEncoder","lbfgs","invscaling","(640, 20)","logistic","MLPClassifier","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__solver': 'lbfgs', 'model__learning_rate': 'invscaling', 'model__hidden_layer_sizes': (640, 20), 'model__activation': 'logistic', 'model': MLPClassifier(activation='tanh', hidden_layer_sizes=(250,), solver='lbfgs')}",0.966666666666667,0.966666666666667,0.866666666666667,0.933333333333333,1,0.946666666666667,0.0452155332208351,30
