"","X","mean_fit_time","std_fit_time","mean_score_time","std_score_time","param_preprocessor__num__scaler","param_preprocessor__num__imputer","param_preprocessor__cat__encoder","param_model__shrinking","param_model__probability","param_model__kernel","param_model__gamma","param_model__coef0","param_model__C","param_model","params","split0_test_score","split1_test_score","split2_test_score","split3_test_score","split4_test_score","mean_test_score","std_test_score","rank_test_score"
"11",10,0.0315090179443359,0.00958886582815517,0.0126529693603516,0.00577001090703921,"MinMaxScaler","SimpleImputer","OrdinalEncoder","False","True","rbf","scale",1,41,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': False, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 41, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"12",11,0.0363020896911621,0.0131633069190276,0.0103962421417236,0.000878111661515508,"StandardScaler","SimpleImputer","OrdinalEncoder","True","False","rbf","scale",1,1,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,0.966666666666667,0.966666666666667,0.933333333333333,1,0.966666666666667,0.0210818510677892,23
"13",12,0.0249732494354248,0.00684529900027596,0.011198902130127,0.0064610063365863,"MinMaxScaler","KNNImputer","OneHotEncoder","True","True","rbf","scale",1,21,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 21, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"14",13,0.0422399997711182,0.00954196870047959,0.0115231513977051,0.00393345476099302,"MinMaxScaler","KNNImputer","OrdinalEncoder","True","True","rbf","auto",1,1,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.933333333333333,0.966666666666667,0.966666666666667,0.933333333333333,1,0.96,0.0249443825784929,30
"15",14,0.02916259765625,0.00603908089321212,0.0135191917419434,0.00454623279667716,"MinMaxScaler","KNNImputer","OneHotEncoder","True","False","rbf","auto",1,11,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,1,0.966666666666667,0.933333333333333,1,0.973333333333333,0.0249443825784929,1
"16",15,0.0193137168884277,0.00184324866168461,0.00854506492614746,0.00161972483316766,"MinMaxScaler","SimpleImputer","OneHotEncoder","False","False","rbf","auto",1,41,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': False, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 41, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"17",16,0.0367950916290283,0.0108417145254245,0.0116434097290039,0.00344974345369289,"MinMaxScaler","KNNImputer","OrdinalEncoder","False","True","rbf","auto",1,31,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': False, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 31, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,1,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"18",17,0.0318301677703857,0.00907837506669485,0.0139247417449951,0.00668922999848335,"StandardScaler","KNNImputer","OrdinalEncoder","True","False","rbf","scale",1,1,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,0.966666666666667,0.966666666666667,0.933333333333333,1,0.966666666666667,0.0210818510677892,23
"19",18,0.0253106117248535,0.0100410797638258,0.0113018989562988,0.00367512944444526,"MinMaxScaler","SimpleImputer","OrdinalEncoder","True","False","rbf","scale",1,11,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"20",19,0.0333873271942139,0.0125075672583344,0.0119415760040283,0.00350586665427714,"MinMaxScaler","SimpleImputer","OneHotEncoder","True","False","rbf","scale",1,1,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,48
"21",20,0.036224889755249,0.0121469650774234,0.00929012298583984,0.00276258394497732,"MinMaxScaler","SimpleImputer","OneHotEncoder","True","False","rbf","scale",1,21,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 21, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"22",21,0.027434253692627,0.00879711675295148,0.00972690582275391,0.003339840793812,"MinMaxScaler","KNNImputer","OneHotEncoder","True","False","rbf","auto",1,31,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 31, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,1,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"23",22,0.0366351127624512,0.0101076163429559,0.0145890235900879,0.00493330190949428,"StandardScaler","SimpleImputer","OneHotEncoder","True","False","rbf","auto",1,11,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.966666666666667,0.933333333333333,1,0.973333333333333,0.0249443825784929,1
"24",23,0.0237148284912109,0.00805262119743591,0.0129575729370117,0.00369324583207708,"MinMaxScaler","KNNImputer","OrdinalEncoder","False","False","rbf","auto",1,1,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': False, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.933333333333333,0.966666666666667,0.966666666666667,0.933333333333333,1,0.96,0.0249443825784929,30
"25",24,0.0311282634735107,0.00415582279347227,0.0215149402618408,0.00470170173409115,"MinMaxScaler","KNNImputer","OneHotEncoder","True","True","rbf","scale",1,1,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,48
"26",25,0.0265049934387207,0.00812388495980688,0.00890331268310547,0.00398309619315665,"StandardScaler","KNNImputer","OneHotEncoder","True","True","rbf","scale",1,31,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 31, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"27",26,0.0340968608856201,0.00666856215534386,0.0156143188476562,0.00397394775798583,"MinMaxScaler","SimpleImputer","OneHotEncoder","True","True","rbf","scale",1,11,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"28",27,0.0222711563110352,0.00638687115316848,0.00935783386230469,0.00607330729163555,"StandardScaler","KNNImputer","OneHotEncoder","True","True","rbf","scale",1,1,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,0.966666666666667,0.966666666666667,0.933333333333333,1,0.966666666666667,0.0210818510677892,23
"29",28,0.0307826042175293,0.00472049002907162,0.0137243747711182,0.00432273009337223,"MinMaxScaler","KNNImputer","OneHotEncoder","False","False","rbf","scale",1,31,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': False, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 31, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"30",29,0.0194951057434082,0.00610446549750545,0.00932636260986328,0.00159065986702525,"StandardScaler","KNNImputer","OneHotEncoder","True","False","rbf","scale",1,21,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 21, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"31",30,0.0363293170928955,0.0114836039539512,0.0117975234985352,0.00569522453883998,"StandardScaler","SimpleImputer","OneHotEncoder","False","True","rbf","auto",1,21,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': False, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 21, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"32",31,0.037250804901123,0.0101961819647895,0.0110484600067139,0.00521266704464135,"StandardScaler","SimpleImputer","OrdinalEncoder","True","True","rbf","auto",1,41,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 41, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"33",32,0.0214909553527832,0.00276735557148537,0.00781259536743164,0.000930092403560746,"StandardScaler","KNNImputer","OrdinalEncoder","True","True","rbf","auto",1,41,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 41, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
"34",33,0.0311693668365479,0.00951739996516471,0.0115827560424805,0.00468364716735457,"MinMaxScaler","KNNImputer","OneHotEncoder","False","True","rbf","auto",1,11,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': False, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,1,0.966666666666667,0.933333333333333,1,0.973333333333333,0.0249443825784929,1
"35",34,0.0263510704040527,0.0101611482820918,0.0103867530822754,0.0043516833746138,"StandardScaler","SimpleImputer","OneHotEncoder","False","False","rbf","auto",1,11,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': False, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.966666666666667,0.933333333333333,1,0.973333333333333,0.0249443825784929,1
"36",35,0.0308238506317139,0.00727490015774862,0.0111747264862061,0.00423764567440733,"MinMaxScaler","SimpleImputer","OrdinalEncoder","True","False","rbf","auto",1,1,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.933333333333333,0.966666666666667,0.966666666666667,0.933333333333333,1,0.96,0.0249443825784929,30
"37",36,0.0351569175720215,0.00638917814243016,0.0132828235626221,0.00530857092704011,"MinMaxScaler","KNNImputer","OrdinalEncoder","True","True","rbf","scale",1,1,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': KNNImputer(n_neighbors=10), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 1, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,0.966666666666667,0.933333333333333,0.9,1,0.953333333333333,0.0339934634239519,48
"38",37,0.02698655128479,0.00954948641942473,0.00894112586975098,0.00258388009345045,"StandardScaler","SimpleImputer","OneHotEncoder","True","False","rbf","auto",1,11,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OneHotEncoder(handle_unknown='ignore'), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.966666666666667,0.933333333333333,1,0.973333333333333,0.0249443825784929,1
"39",38,0.0379600048065186,0.00590204379678874,0.0178953647613525,0.00305945596192578,"MinMaxScaler","SimpleImputer","OrdinalEncoder","False","True","rbf","auto",1,31,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': False, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'auto', 'model__coef0': 1, 'model__C': 31, 'model': SVC(C=11, coef0=1, gamma='auto')}",0.966666666666667,1,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"40",39,0.0329477310180664,0.00471464823500844,0.0109930992126465,0.00475167546652206,"MinMaxScaler","SimpleImputer","OrdinalEncoder","True","False","rbf","scale",1,11,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': False, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 11, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,1,0.933333333333333,0.933333333333333,1,0.973333333333333,0.032659863237109,1
"41",40,0.0368613243103027,0.00874745324369428,0.012544059753418,0.00560378686191982,"StandardScaler","SimpleImputer","OrdinalEncoder","False","True","rbf","scale",1,21,"SVC","{'preprocessor__num__scaler': StandardScaler(), 'preprocessor__num__imputer': SimpleImputer(), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': False, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 21, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.933333333333333,0.933333333333333,1,0.966666666666667,0.0298142396999972,11
"42",41,0.046452522277832,0.0107308961363375,0.0157500267028809,0.00425489250046421,"MinMaxScaler","SimpleImputer","OrdinalEncoder","True","True","rbf","scale",1,31,"SVC","{'preprocessor__num__scaler': MinMaxScaler(), 'preprocessor__num__imputer': SimpleImputer(strategy='most_frequent'), 'preprocessor__cat__encoder': OrdinalEncoder(handle_unknown='use_encoded_value', unknown_value=999), 'model__shrinking': True, 'model__probability': True, 'model__kernel': 'rbf', 'model__gamma': 'scale', 'model__coef0': 1, 'model__C': 31, 'model': SVC(C=11, coef0=1, gamma='auto')}",1,0.966666666666667,0.9,0.933333333333333,1,0.96,0.038873012632302,30
